,country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
62,Mexico,MEX,12/24/2020,2924.0,2924.0,,,,0.0,0.0,,,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-263016?idiom=es
63,Northern Ireland,,12/24/2020,,,,,1982.0,,,,1047.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
64,Russia,RUS,12/24/2020,,,,,21827.0,,,,150.0,Sputnik V,Russian Direct Investment Fund,https://twitter.com/redouad/status/1350030539944820736
65,Switzerland,CHE,12/24/2020,,,,,3000.0,,,,347.0,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses
66,UK,GBR,12/24/2020,,,,,62784.0,,,,925.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
67,USA,USA,12/24/2020,,,,,191001.0,,,,571.0,"Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
68,Bahrain,BHR,12/25/2020,50543.0,50543.0,,472.0,5789.0,2.97,2.97,,3402.0,"Pfizer/BioNTech, Sinopharm",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1357433853447729159
69,Canada,CAN,12/25/2020,,,,,3571.0,,,,95.0,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/
70,Chile,CHL,12/25/2020,5191.0,5191.0,,4771.0,4771.0,0.03,0.03,,250.0,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://informesdeis.minsal.cl/SASVisualAnalytics/?reportUri=%2Freports%2Freports%2F1a8cc7ff-7df0-474f-a147-929ee45d1900&sectionIndex=0&sso_guest=true&reportViewOnly=true&reportContextBar=false&sas-welcome=false
71,China,CHN,12/25/2020,,,,,187500.0,,,,130.0,"CNBG, Sinovac",National Health Commission,https://news.yahoo.com/china-administered-31-2-million-071552622.html
72,Costa Rica,CRI,12/25/2020,,,,,240.0,,,,47.0,Pfizer/BioNTech,National Health Commission,https://www.swissinfo.ch/spa/coronavirus-costa-rica_costa-rica-ha-aplicado-57.701-vacunas-contra-la-covid-19/46336712
73,Israel,ISR,12/25/2020,249310.0,249310.0,,37994.0,41542.0,2.88,2.88,,4799.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
74,Mexico,MEX,12/25/2020,,,,,1300.0,,,,10.0,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-263016?idiom=es
75,Northern Ireland,,12/25/2020,,,,,2033.0,,,,1074.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
76,Russia,RUS,12/25/2020,,,,,31061.0,,,,213.0,Sputnik V,Russian Direct Investment Fund,https://twitter.com/redouad/status/1350030539944820736
77,Switzerland,CHE,12/25/2020,,,,,3000.0,,,,347.0,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses
78,UK,GBR,12/25/2020,,,,,57512.0,,,,847.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
79,USA,USA,12/25/2020,,,,,215238.0,,,,644.0,"Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
80,Bahrain,BHR,12/26/2020,51556.0,51556.0,,1013.0,4197.0,3.03,3.03,,2467.0,"Pfizer/BioNTech, Sinopharm",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1357433853447729159
81,Canada,CAN,12/26/2020,33734.0,33734.0,,,3571.0,0.09,0.09,,95.0,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/
82,Cayman Islands,CYM,12/26/2020,0.0,0.0,,,,0.0,0.0,,,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-statistics#vaccine-dashboard
83,Chile,CHL,12/26/2020,8335.0,8335.0,,3144.0,3958.0,0.04,0.04,,207.0,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://informesdeis.minsal.cl/SASVisualAnalytics/?reportUri=%2Freports%2Freports%2F1a8cc7ff-7df0-474f-a147-929ee45d1900&sectionIndex=0&sso_guest=true&reportViewOnly=true&reportContextBar=false&sas-welcome=false
84,China,CHN,12/26/2020,,,,,187500.0,,,,130.0,"CNBG, Sinovac",National Health Commission,https://news.yahoo.com/china-administered-31-2-million-071552622.html
85,Costa Rica,CRI,12/26/2020,,,,,240.0,,,,47.0,Pfizer/BioNTech,National Health Commission,https://www.swissinfo.ch/spa/coronavirus-costa-rica_costa-rica-ha-aplicado-57.701-vacunas-contra-la-covid-19/46336712
86,Israel,ISR,12/26/2020,281341.0,281341.0,,32031.0,40183.0,3.25,3.25,,4642.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
87,Mexico,MEX,12/26/2020,,,,,1300.0,,,,10.0,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-263016?idiom=es
88,Northern Ireland,,12/26/2020,,,,,2084.0,,,,1101.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
89,Russia,RUS,12/26/2020,,,,,40296.0,,,,276.0,Sputnik V,Russian Direct Investment Fund,https://twitter.com/redouad/status/1350030539944820736
90,Switzerland,CHE,12/26/2020,,,,,3000.0,,,,347.0,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses
91,UK,GBR,12/26/2020,,,,,52239.0,,,,770.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
92,USA,USA,12/26/2020,1944585.0,1944585.0,,,231396.0,0.58,0.58,,692.0,"Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
93,Bahrain,BHR,12/27/2020,53614.0,53614.0,,2058.0,3662.0,3.15,3.15,,2152.0,"Pfizer/BioNTech, Sinopharm",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1357433853447729159
94,Canada,CAN,12/27/2020,,,,,3955.0,,,,105.0,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/
95,Cayman Islands,CYM,12/27/2020,,,,,275.0,,,,4184.0,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-statistics#vaccine-dashboard
96,Chile,CHL,12/27/2020,8646.0,8646.0,,311.0,2742.0,0.05,0.05,,143.0,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://informesdeis.minsal.cl/SASVisualAnalytics/?reportUri=%2Freports%2Freports%2F1a8cc7ff-7df0-474f-a147-929ee45d1900&sectionIndex=0&sso_guest=true&reportViewOnly=true&reportContextBar=false&sas-welcome=false
97,China,CHN,12/27/2020,,,,,187500.0,,,,130.0,"CNBG, Sinovac",National Health Commission,https://news.yahoo.com/china-administered-31-2-million-071552622.html
98,Costa Rica,CRI,12/27/2020,,,,,240.0,,,,47.0,Pfizer/BioNTech,National Health Commission,https://www.swissinfo.ch/spa/coronavirus-costa-rica_costa-rica-ha-aplicado-57.701-vacunas-contra-la-covid-19/46336712
99,Czech Republic,CZE,12/27/2020,1256.0,1256.0,,,,0.01,0.01,,,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
100,Denmark,DNK,12/27/2020,6646.0,6646.0,,,,0.11,0.11,,,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-04022021-n1z9
101,France,FRA,12/27/2020,13.0,13.0,,,,0.0,0.0,,,Pfizer/BioNTech,Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
102,Germany,DEU,12/27/2020,23898.0,23898.0,,,,0.03,0.03,,,"Moderna, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
103,Israel,ISR,12/27/2020,384699.0,384699.0,,103358.0,53904.0,4.44,4.44,,6228.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
104,Italy,ITA,12/27/2020,7009.0,7009.0,,,,0.01,0.01,,,"Moderna, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
105,Lithuania,LTU,12/27/2020,2418.0,2418.0,,,,0.09,0.09,,,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
106,Mexico,MEX,12/27/2020,6824.0,6824.0,,,1300.0,0.01,0.01,,10.0,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-263016?idiom=es
107,Northern Ireland,,12/27/2020,31016.0,31016.0,,,2135.0,1.64,1.64,,1127.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
108,Norway,NOR,12/27/2020,5.0,5.0,,,,0.0,0.0,,,Pfizer/BioNTech,Norwegian Institute of Public Health,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/
109,Russia,RUS,12/27/2020,,,,,49531.0,,,,339.0,Sputnik V,Russian Direct Investment Fund,https://twitter.com/redouad/status/1350030539944820736
110,Slovenia,SVN,12/27/2020,5820.0,5820.0,,,,0.28,0.28,,,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik",https://covid-19.sledilnik.org/en/stats
111,Sweden,SWE,12/27/2020,1730.0,1730.0,,,,0.02,0.02,,,Pfizer/BioNTech,Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
112,Switzerland,CHE,12/27/2020,,,,,3000.0,,,,347.0,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses
113,UK,GBR,12/27/2020,1001985.0,1001985.0,,,46967.0,1.48,1.48,,692.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
114,USA,USA,12/27/2020,,,,,211379.0,,,,632.0,"Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
115,Bahrain,BHR,12/28/2020,55014.0,55014.0,,1400.0,3210.0,3.23,3.23,,1886.0,"Pfizer/BioNTech, Sinopharm",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1357433853447729159
116,Belgium,BEL,12/28/2020,298.0,298.0,,,,0.0,0.0,,,"Moderna, Pfizer/BioNTech",Sciensano,https://datastudio.google.com/embed/u/0/reporting/c14a5cfc-cab7-4812-848c-0369173148ab/page/hOMwB
117,Canada,CAN,12/28/2020,,,,,4338.0,,,,115.0,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/
118,Cayman Islands,CYM,12/28/2020,,,,,275.0,,,,4184.0,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-statistics#vaccine-dashboard
119,Chile,CHL,12/28/2020,,,,,2069.0,,,,108.0,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://informesdeis.minsal.cl/SASVisualAnalytics/?reportUri=%2Freports%2Freports%2F1a8cc7ff-7df0-474f-a147-929ee45d1900&sectionIndex=0&sso_guest=true&reportViewOnly=true&reportContextBar=false&sas-welcome=false
120,China,CHN,12/28/2020,,,,,187500.0,,,,130.0,"CNBG, Sinovac",National Health Commission,https://news.yahoo.com/china-administered-31-2-million-071552622.html
121,Costa Rica,CRI,12/28/2020,,,,,240.0,,,,47.0,Pfizer/BioNTech,National Health Commission,https://www.swissinfo.ch/spa/coronavirus-costa-rica_costa-rica-ha-aplicado-57.701-vacunas-contra-la-covid-19/46336712
122,Czech Republic,CZE,12/28/2020,3539.0,3539.0,,2283.0,2283.0,0.03,0.03,,213.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
123,Denmark,DNK,12/28/2020,8647.0,8647.0,,2001.0,2001.0,0.15,0.15,,345.0,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-04022021-n1z9
124,Estonia,EST,12/28/2020,207.0,,,,,0.02,,,,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-5-veebruar-oopaevaga-lisandus-596-positiivset-testi
125,France,FRA,12/28/2020,52.0,52.0,,39.0,39.0,0.0,0.0,,1.0,Pfizer/BioNTech,Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
126,Germany,DEU,12/28/2020,43734.0,43734.0,,19836.0,19836.0,0.05,0.05,,237.0,"Moderna, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
127,Greece,GRC,12/28/2020,447.0,447.0,,,,0.0,0.0,,,Pfizer/BioNTech,Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
128,Hungary,HUN,12/28/2020,1094.0,,,,,0.01,,,,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1576-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-98-beteg
129,Israel,ISR,12/28/2020,517703.0,517703.0,,133004.0,69368.0,5.98,5.98,,8014.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
130,Italy,ITA,12/28/2020,7962.0,7962.0,,953.0,953.0,0.01,0.01,,16.0,"Moderna, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
131,Kuwait,KWT,12/28/2020,2500.0,,,,,0.06,,,,Pfizer/BioNTech,Ministry of Health,https://gulfnews.com/world/gulf/kuwait/covid-19-35000-vaccinated-in-kuwait-in-one-month-1.76746518
132,Latvia,LVA,12/28/2020,595.0,,,,,0.03,,,,Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
133,Lithuania,LTU,12/28/2020,5203.0,5203.0,,2785.0,2785.0,0.19,0.19,,1023.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
134,Malta,MLT,12/28/2020,130.0,,,,,0.03,,,,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
135,Mexico,MEX,12/28/2020,9579.0,9579.0,,2755.0,1664.0,0.01,0.01,,13.0,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-263016?idiom=es
136,Northern Ireland,,12/28/2020,,,,,2054.0,,,,1085.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
137,Norway,NOR,12/28/2020,606.0,606.0,,601.0,601.0,0.01,0.01,,111.0,Pfizer/BioNTech,Norwegian Institute of Public Health,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/
138,Oman,OMN,12/28/2020,1717.0,1717.0,,,,0.03,0.03,,,Pfizer/BioNTech,Ministry of Health,https://twitter.com/OmaniMOH/status/1354699593666195458
139,Poland,POL,12/28/2020,2000.0,2000.0,,,,0.01,0.01,,,Pfizer/BioNTech,Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19
140,Portugal,PRT,12/28/2020,4828.0,4828.0,,,,0.05,0.05,,,Pfizer/BioNTech,National Health Service,https://covid19.min-saude.pt/ponto-de-situacao-atual-em-portugal/
141,Romania,ROU,12/28/2020,2066.0,2066.0,,,,0.01,0.01,,,Pfizer/BioNTech,Government of Romania,https://vaccinare-covid.gov.ro/wp-content/uploads/2021/02/04.02.21-Tabel-situatie-vaccinari-2.pdf
142,Russia,RUS,12/28/2020,,,,,58765.0,,,,403.0,Sputnik V,Russian Direct Investment Fund,https://twitter.com/redouad/status/1350030539944820736
143,Slovenia,SVN,12/28/2020,7366.0,7366.0,,1546.0,1546.0,0.35,0.35,,744.0,Pfizer/BioNTech,"National Institute of Public Health, via Sledilnik",https://covid-19.sledilnik.org/en/stats
144,Sweden,SWE,12/28/2020,,,,,1711.0,,,,169.0,Pfizer/BioNTech,Public Health Agency of Sweden,https://www.folkhalsomyndigheten.se/smittskydd-beredskap/utbrott/aktuella-utbrott/covid-19/vaccination-mot-covid-19/statistik/statistik-over-registrerade-vaccinationer-covid-19/
145,Switzerland,CHE,12/28/2020,,,,,3000.0,,,,347.0,"Moderna, Pfizer/BioNTech",Federal Office of Public Health,https://www.covid19.admin.ch/en/epidemiologic/vacc-doses
146,UK,GBR,12/28/2020,,,,,48324.0,,,,712.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
147,USA,USA,12/28/2020,2127143.0,2127143.0,,,216147.0,0.64,0.64,,646.0,"Moderna, Pfizer/BioNTech",Centers for Disease Control and Prevention,https://covid.cdc.gov/covid-data-tracker/#vaccinations
148,Argentina,ARG,12/29/2020,700.0,,,,,0.0,,,,Sputnik V,Ministry of Health,http://datos.salud.gob.ar/dataset/vacunas-contra-covid-19-dosis-aplicadas-en-la-republica-argentina
149,Bahrain,BHR,12/29/2020,56041.0,56041.0,,1027.0,2846.0,3.29,3.29,,1673.0,"Pfizer/BioNTech, Sinopharm",Ministry of Health,https://twitter.com/MOH_Bahrain/status/1357433853447729159
150,Belgium,BEL,12/29/2020,299.0,299.0,,1.0,1.0,0.0,0.0,,0.0,"Moderna, Pfizer/BioNTech",Sciensano,https://datastudio.google.com/embed/u/0/reporting/c14a5cfc-cab7-4812-848c-0369173148ab/page/hOMwB
151,Bulgaria,BGR,12/29/2020,1719.0,1719.0,,,,0.02,0.02,,,"Moderna, Pfizer/BioNTech",Ministry of Health,https://coronavirus.bg/bg/statistika
152,Canada,CAN,12/29/2020,,,,,4722.0,,,,125.0,"Moderna, Pfizer/BioNTech",Government of Canada,https://health-infobase.canada.ca/covid-19/vaccination-coverage/
153,Cayman Islands,CYM,12/29/2020,,,,,275.0,,,,4184.0,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-statistics#vaccine-dashboard
154,Chile,CHL,12/29/2020,,,,,1665.0,,,,87.0,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://informesdeis.minsal.cl/SASVisualAnalytics/?reportUri=%2Freports%2Freports%2F1a8cc7ff-7df0-474f-a147-929ee45d1900&sectionIndex=0&sso_guest=true&reportViewOnly=true&reportContextBar=false&sas-welcome=false
155,China,CHN,12/29/2020,,,,,187500.0,,,,130.0,"CNBG, Sinovac",National Health Commission,https://news.yahoo.com/china-administered-31-2-million-071552622.html
156,Costa Rica,CRI,12/29/2020,,,,,240.0,,,,47.0,Pfizer/BioNTech,National Health Commission,https://www.swissinfo.ch/spa/coronavirus-costa-rica_costa-rica-ha-aplicado-57.701-vacunas-contra-la-covid-19/46336712
157,Czech Republic,CZE,12/29/2020,6980.0,6980.0,,3441.0,2862.0,0.07,0.07,,267.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://onemocneni-aktualne.mzcr.cz/covid-19
158,Denmark,DNK,12/29/2020,17772.0,17772.0,,9125.0,5563.0,0.31,0.31,,960.0,"Moderna, Pfizer/BioNTech",Statens Serum Institut,https://files.ssi.dk/covid19/vaccinationstilslutning/vaccinationstilslutning-04022021-n1z9
159,Estonia,EST,12/29/2020,516.0,,,309.0,309.0,0.04,,,233.0,Pfizer/BioNTech,National Health Board,https://www.terviseamet.ee/et/uudised/covid-19-blogi-5-veebruar-oopaevaga-lisandus-596-positiivset-testi
160,France,FRA,12/29/2020,138.0,138.0,,86.0,62.0,0.0,0.0,,1.0,Pfizer/BioNTech,Public Health France,https://www.data.gouv.fr/fr/datasets/donnees-relatives-aux-personnes-vaccinees-contre-la-covid-19-1/
161,Germany,DEU,12/29/2020,87151.0,87151.0,,43417.0,31626.0,0.1,0.1,,377.0,"Moderna, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
162,Greece,GRC,12/29/2020,1077.0,1077.0,,630.0,630.0,0.01,0.01,,60.0,Pfizer/BioNTech,Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
163,Hungary,HUN,12/29/2020,2461.0,,,1367.0,1367.0,0.03,,,142.0,Pfizer/BioNTech,Government of Hungary,https://koronavirus.gov.hu/cikkek/1576-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-98-beteg
164,Israel,ISR,12/29/2020,671650.0,671650.0,,153947.0,85024.0,7.76,7.76,,9823.0,"Moderna, Pfizer/BioNTech",Government of Israel,https://datadashboard.health.gov.il/COVID-19/general
165,Italy,ITA,12/29/2020,8868.0,8868.0,,906.0,930.0,0.01,0.01,,15.0,"Moderna, Pfizer/BioNTech",Extraordinary commissioner for the Covid-19 emergency,https://github.com/italia/covid19-opendata-vaccini/blob/master/dati/somministrazioni-vaccini-summary-latest.csv
166,Kuwait,KWT,12/29/2020,,,,,1121.0,,,,262.0,Pfizer/BioNTech,Ministry of Health,https://gulfnews.com/world/gulf/kuwait/covid-19-35000-vaccinated-in-kuwait-in-one-month-1.76746518
167,Latvia,LVA,12/29/2020,1469.0,,,874.0,874.0,0.08,,,463.0,Pfizer/BioNTech,National Health Service,https://data.gov.lv/dati/eng/dataset/covid19-vakcinacijas
168,Lithuania,LTU,12/29/2020,8189.0,8189.0,,2986.0,2886.0,0.3,0.3,,1060.0,"Moderna, Pfizer/BioNTech",Ministry of Health,https://ls-osp-sdg.maps.arcgis.com/apps/opsdashboard/index.html#/b7063ad3f8c149d394be7f043dfce460
169,Malta,MLT,12/29/2020,,,,,259.0,,,,587.0,Pfizer/BioNTech,Ministry of Health,https://deputyprimeminister.gov.mt/en/health-promotion/covid-19/Pages/covid-19-infographics.aspx
170,Mexico,MEX,12/29/2020,18529.0,18529.0,,8950.0,3121.0,0.01,0.01,,24.0,Pfizer/BioNTech,Secretary of Health,https://www.gob.mx/salud/prensa/version-estenografica-conferencia-de-prensa-informe-diario-sobre-coronavirus-covid-19-en-mexico-263016?idiom=es
171,Northern Ireland,,12/29/2020,,,,,1972.0,,,,1041.0,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom,https://coronavirus.data.gov.uk/details/healthcare
172,Norway,NOR,12/29/2020,1674.0,1674.0,,1068.0,834.0,0.03,0.03,,154.0,Pfizer/BioNTech,Norwegian Institute of Public Health,https://www.fhi.no/sv/vaksine/koronavaksinasjonsprogrammet/koronavaksinasjonsstatistikk/
173,Oman,OMN,12/29/2020,3363.0,3363.0,,1646.0,1646.0,0.07,0.07,,322.0,Pfizer/BioNTech,Ministry of Health,https://twitter.com/OmaniMOH/status/1354699593666195458
174,Poland,POL,12/29/2020,6300.0,6300.0,,4300.0,4300.0,0.02,0.02,,114.0,Pfizer/BioNTech,Ministry of Health,https://www.gov.pl/web/szczepimysie/raport-szczepien-przeciwko-covid-19
